seconds,pressure,flow,insp,.dVol,volume,vent_RR,vent_rel_vt
14.979910135269165,4.9033,0.0442,679,0.014733333333333334,13.451666666666673,10,10
14.999900579452515,4.8686,0.0442,679,0.014733333333333334,13.466400000000005,10,10
15.019891023635864,4.8686,0.0442,679,0.014733333333333334,13.48113333333334,10,10
15.039881467819214,4.938,0.0442,679,0.014733333333333334,13.495866666666673,10,10
15.059872150421143,4.9726,0.0442,679,0.014733333333333334,13.510600000000005,10,10
15.079862594604492,5.0073,0.0442,679,0.014733333333333334,13.52533333333334,10,10
15.099853038787842,5.042,0.0442,679,0.014733333333333334,13.540066666666673,10,10
15.11984372138977,5.0767,0.0442,679,0.014733333333333334,13.554800000000006,10,10
15.13983416557312,5.1114,0.0442,680,0.014733333333333334,0.014733333333333334,10,10
15.15982460975647,5.1114,-0.7514,680,-0.11786666666666666,-0.10313333333333333,10,10
15.17981505393982,5.1807,-1.105,680,-0.30939999999999995,-0.4125333333333333,10,10
15.199805736541748,5.2847,-1.1934,680,-0.38306666666666667,-0.7956,10,10
15.219796180725098,5.3888,-1.0166,680,-0.3683333333333333,-1.1639333333333333,10,10
15.239786624908447,5.3541,-0.5746,680,-0.2652,-1.4291333333333331,10,10
15.259777069091797,5.4234,1.105,680,0.08839999999999999,-1.3407333333333333,10,10
15.279767513275146,5.7355,3.757,680,0.8103333333333333,-0.5303999999999999,10,10
15.299757957458496,6.3597,7.735,680,1.9153333333333333,1.3849333333333333,10,10
15.319748401641846,7.1226,12.1551,680,3.3150166666666667,4.69995,10,10
15.339739084243774,7.9548,17.1939,680,4.891499999999999,9.591449999999998,10,10
15.359729528427124,8.8911,21.6139,680,6.467966666666667,16.059416666666667,10,10
15.379720211029053,9.758,25.1499,680,7.793966666666668,23.853383333333333,10,10
15.399710655212402,10.4862,28.244,680,8.898983333333334,32.75236666666667,10,10
15.419701099395752,11.1451,30.8076,680,9.841933333333333,42.594300000000004,10,10
15.439691543579102,11.7692,32.9292,680,10.622800000000002,53.2171,10,10
15.459681987762451,12.2894,34.6088,680,11.256333333333334,64.47343333333333,10,10
15.4796724319458,12.7402,35.758,680,11.727800000000002,76.20123333333333,10,10
15.49966311454773,13.0869,36.642,680,12.066666666666668,88.26790000000001,10,10
15.519653558731079,13.3643,37.1724,680,12.3024,100.5703,10,10
15.539644002914429,13.5724,37.4376,680,12.435000000000002,113.0053,10,10
15.559634447097778,13.6764,37.3492,680,12.464466666666667,125.46976666666667,10,10
15.579624891281128,13.7805,37.1724,680,12.420266666666668,137.89003333333335,10,10
15.599615335464478,13.8151,36.5536,680,12.287666666666667,150.17770000000002,10,10
15.619606018066406,13.8498,36.1116,680,12.110866666666666,162.28856666666667,10,10
15.639596700668335,13.8498,35.4044,680,11.919333333333334,174.20790000000002,10,10
15.659587144851685,13.8498,34.6972,680,11.6836,185.8915,10,10
15.679577589035034,13.8151,34.0784,680,11.462599999999998,197.35410000000002,10,10
15.699568033218384,13.7805,33.2828,680,11.226866666666666,208.58096666666668,10,10
15.719558477401733,13.7458,32.664,680,10.991133333333332,219.5721,10,10
15.739548921585083,13.7111,32.0452,680,10.784866666666668,230.35696666666666,10,10
15.759539365768433,13.6764,31.2496,680,10.549133333333334,240.9061,10,10
15.779530048370361,13.6071,30.7192,680,10.328133333333334,251.23423333333335,10,10
15.799520492553711,13.6071,30.012,680,10.121866666666666,261.3561,10,10
15.81951093673706,13.5724,29.4816,680,9.9156,271.2717,10,10
15.83950138092041,13.5377,28.8628,680,9.724066666666666,280.99576666666667,10,10
15.85949182510376,13.5377,28.1556,680,9.503066666666665,290.4988333333333,10,10
15.879482507705688,13.5377,27.6252,680,9.2968,299.79563333333334,10,10
15.899472951889038,13.5377,27.0063,680,9.10525,308.90088333333335,10,10
15.919463634490967,13.5377,26.3875,680,8.898966666666666,317.79985,10,10
15.939454078674316,13.5377,25.8571,680,8.707433333333332,326.50728333333336,10,10
15.959444522857666,13.5031,25.5919,680,8.574833333333332,335.08211666666665,10,10
15.979434967041016,13.4337,25.5919,680,8.530633333333332,343.61275,10,10
15.999425411224365,13.399,25.7687,680,8.560099999999998,352.17285,10,10
16.019415855407715,13.4337,25.5035,680,8.545366666666666,360.71821666666665,10,10
16.039406299591064,13.4684,25.1499,680,8.442233333333334,369.16045,10,10
16.059396982192993,13.5031,24.3543,680,8.2507,377.41115,10,10
